Sentence,rank
"""Applicants with a disability who require a reasonable accommodation for any part of the application or hiring process should inform their recruiting contact upon initial connection""
",1
"""We provide integrated tools for microservice development within Wix to help improve developer productivity""
",1
"""These tools streamline the development process and reduce cognitive load allowing Wix engineers to concentrate on what really matters: their domain, architecture, and business logic""
",1
"""Our platform needs to support the ever-growing scale of Wix which serves 3""
",1
"""5B Rest requests a day by running 2500 microservices managed by 500 backend engineers""
",1
"""We set the tone and standards for Wix's developer culture and best practices""
",1
"""We treat our platform as a product, and our developers as customers""
",1
"""A passionate Backend Developer with 7+ years of backend development experience""
",1
"""You’re self-motivated, proactive, and possess a lot of empathy for the developer experience""
",2
"""You have a broad knowledge of modern backend frameworks, tools, and architecture""
",1
"""You’re experienced in designing, building, and maintaining large-scale distributed systems""
",1
"""You understand system architecture and design patterns""
",1
"""You have excellent verbal and written communication skills, and can collaborate well with cross-functional teams""
",2
"""As a Backend Engineer in the Platform Engineering group, you will:""
",1
"""Play an active role in researching and developing Wix’s platform projects and agenda""
",1
"""Lead efforts to enhance the entire microservices development cycle by reducing the cognitive load for developers""
",1
"""Address developer pain points such as improving data access, optimizing event-driven workflows, and facilitating migrations""
",1
"""Help build the right abstractions around our services communication, data access layer, messaging, scheduling, and mass data migrations""
",1
"""Develop and grow as a developer by tackling diverse challenges and working on impactful projects""
",1
"""Lightricks is a pioneer in innovative technology that leads to breakthrough moments throughout the creation process""
",1
"""With a mission to push the limits of technology to reimagine the way creators express themselves, the company brings a unique blend of cutting-edge academic research and design to every user experience""
",1
"""Lightricks’ photo and video editing tools offer endless possibilities and inspiration, while the company’s creator services provide content creators the ability to monetize their work and talents""
",1
"""We focus on putting creators in the center and empowering them from the moment inspiration strikes""
",1
"""Our brilliant minds in R&D take our products to the next level""
",1
"""Our areas of expertise include computer vision, machine learning, rendering, deep learning and computational photography""
",1
"""Our tech team also boasts a leading research team, allowing Lightricks to remain an industry leader""
",1
"""To read more about our team’s work, read our tech blog""
",1
"""We’re looking for a talented Backend Engineer to join our journey! We help hundreds of millions of content creators all over the world to join our effort in building a community for our creators, and help inspire (and get inspired) hundreds of millions of creators""
",1
"""What you will be doing""
",1
"""You will be collaborative, curious, enjoy solving complex problems and have empathy for the growing pains of a rapidly scaling startup""
",1
"""We are looking for Backend Engineers who are great problem solvers, enjoy collaborating with others (Engineering, Product & BI) that value well-written and tested code""
",1
"""Brainstorming feature design, system architecture and troubleshooting""
",1
"""Writing clean, maintainable and testable code, and inspiring others to do the same""
",1
"""Full ownership of the technology stack including infrastructure and production-readiness of key systems""
",1
"""Identifying and implementing software engineering best practices""
",1
"""Work with CI/CD pipelines to deliver frequent and high quality features""
",1
"""5+ years of experience working on backend systems""
",1
"""Highly independent, accountable and a team player""
",2
"""Experience creating RESTful web services, understanding API Design""
",1
"""Experience with Golang/Java/Python or an OO language""
",1
"""Experience with databases, preferably both SQL and NoSQL""
",1
"""Experience with Docker and Kubernetes is a plus""
",1
"""Experience working with event driven system is a plus""
",1
"""Experience developing a cloud-based system (AWS or GCP) is a plus""
",1
"""We are looking for an ExperiencedFull Stack Engineer to join and to take a key role in our site in TLV""
",1
"""The position is to be part of a super talented & motivated Development team responsible for Via’s Agent management tools by building cutting-edge E2E solutions and scalable infrastructure to deliver Via’s ride sharing service in NYC and globally""
",1
"""You’ll work closely with our designers, product managers, and customers to understand user needs, and then build and iterate on technical solutions that address them""
",1
"""You'll work across the stack, using different technologies for different projects""
",1
"""You’ll also build and maintain our processes and tools, to keep our productivity and code quality high""
",1
"""Our stack includes Typescript and Javascript (with React and Redux), Python Lambda functions, and DynamoDB""
",1
"""However, it's more important to us that you have experience with full-stack, user-centric development in general than with our specific technologies""
",1
"""Implementing the components that bind complex routing, real-time customer and driver management, mass scale user communication into a complete, mission critical service""
",1
"""Design and implement solutions by developing server and client technologies""
",1
"""3+ years of professional Full Stack experience - Must""
",1
"""Strong knowledge of Javascript and Typescript""
",1
"""Experience with AWS - Advantage""
",1
"""Fast learner: You can quickly master concepts, disciplines and methods""
",2
"""You're collaborative, humble, empathetic, and value honest feedback""
",1
"""We’re Via, and we build technology that changes the way the world moves""
",1
"""We pioneered the TransitTech category to ensure that the future of transportation is shared, dynamic public mobility — the kind that reduces carbon emissions across congested cities, minimizes reliance on private cars, and provides everyone with accessible, efficient, and affordable ways of getting around""
",1
"""With the addition of Remix into our portfolio, we created the first end-to-end TransitTech solution for cities and transit agencies, offering world-class software, service design, and operational expertise to fundamentally improve the way the world moves""
",1
"""We’re committed to building and nurturing a team as diverse as the communities we serve""
",1
"""Bringing transportation equity to the world begins with championing equal opportunity in our own offices""
",1
"""All backgrounds, identities, and voices are welcomed and celebrated here""
",1
"""Ready to join the ride?""
",1
"""• Proven experience as a Full Stack Developer or similar role for 3 years minimum""
",1
"""• Experience developing desktop, web and mobile applications, knowledge of JavaScript frameworks (e""
",1
"""• Experience with multiple back-end languages (e""
",1
"""C#, Java), Python is a must""
",1
"""• Experience with databases (e""
",1
"""MySQL, MongoDB), web servers (e""
",1
"""• Write effective APIs, test software to ensure responsiveness and efficiency, Troubleshoot, debug and upgrade software""
",1
"""• Design client-side and server-side architecture""
",1
"""• Build the front-end of applications through appealing visual design""
",1
"""• Create security and data protection settings""
",1
"""• Build features and applications with a mobile responsive design""
",1
"""At ITC, 5G-based traffic management - we’re building software that solves traffic jams""
",1
"""We’ve developed state-of-the-art computer vision and machine learning algorithms that predict traffic patterns and prevent jams before they accumulate""
",1
"""While doing so, the software also enforces municipal traffic policies, such as public transport, bicycle, and pedestrian prioritization""
",1
"""Today ITC is managing millions of vehicles every week and has a proven traffic jams reduction""
",1
"""We are looking for a highly talented Software developer that will join our R&D team""
",2
"""As a Software developer in ITC, you will be responsible for developing our product, including business critical components and processes, technological challenges, and more""
",1
"""At least 3 years of development experience as a software engineer""
",1
"""At least 2 years of development experience with Python""
",1
"""Experience building highly scalable and reliable infrastructure""
",2
"""Experience with developing complicated high-quality software to business specification while understanding processes, requirements, and deadlines""
",1
"""Ability to work in a multi-technology environment & learn new technologies""
",1
"""HUMAN was founded in 2012 in a Brooklyn sci-fi bookstore by Tamer Hassan, Michael Tiffany, Dan Kaminsky, and Ash Kalb""
",1
"""Our humble beginnings led to the creation of the Human Defense Platform, the backbone of all our products that safeguards enterprises from sophisticated bots, fraud, and account abuse""
",1
"""Today we verify the humanity of more than 20 trillion interactions per week for some of the largest companies and internet platforms""
",1
"""Our hacker roots still permeate everything we do""
",1
"""You will be a part of the HUMAN front line in our commitment to protecting companies (and in turn, their customers) from both revenue and reputation risk caused by digital attacks""
",1
"""However, HUMAN is not the center of this story""
",1
"""We firmly believe in putting people first""
",1
"""This approach spans our extensive total rewards package, inclusive of competitive compensation, benefits, stipends - as well as our day-to-day culture - to ensure every human is empowered to do the best work of their life""
",1
"""We want to hear about the marathon you’re training for""
",1
"""We want to see pictures of your pets""
",1
"""We want to know your favorite robot (we have many)""
",1
"""Even if you’re not a conventional “hacker” we can assure you that you are a hacker in your own right""
",1
"""We want to work with people like you who break down problems to build up better solutions""
",1
"""That’s what makes us HUMAN""
",1
"""You’ll be joining us at an exciting moment in the HUMAN story: we joined forces with PerimeterX in a market-changing merger , as well as recently acquired clean""
",1
"""io to enhance the Human Defense Platform""
",1
"""Together under the HUMAN brand, we will disrupt the economics of cybercrime""
",1
"""We hope you can join us in that mission""
",1
"""We're growing and looking for a versatile backend infrastructure developer to join our ecosystem group""
",1
"""Our team is in charge of building and maintaining high-scale backend SDKs used by the largest Web sites and CDNs in the market, developing high scale web services and automatic tools for enablement and monitoring of production applications, solving complex integration problems and investigating new technologies and products""
",1
"""Design, build and maintain high scale distributed backend services in production""
",1
"""Lead projects E2E involving multiple stakeholders in all of HUMAN products""
",1
"""Lead the effort to design and implement CI/CD pipeline for the backend services""
",1
"""Stay up-to-date with the latest technologies and trends in cloud computing""
",1
"""BSc in Computer Science or in other related fields""
",1
"""3+ years of server-side development experience""
",1
"""Experience developing large scale distributed systems""
",1
"""Experience with at least two of the following coding languages: Go, NodeJS, Java, Python""
",1
"""Good understanding of HTTP protocols, networking and web servers""
",1
"""Strong experience with CI/CD pipeline""
",1
"""Excellent communication and collaboration skills""
",2
"""HUMAN prides itself on being an equal opportunity workplace""
",1
"""We firmly believe in putting people first regardless of who you are, where you come from, how you identify, or who your favorite robot is""
",1
"""We are on a mission to safeguard the internet for everyone, so we welcome all individuals to share their unique experiences and perspectives as we fight against cybercrime together""
",1
"""With Humans located in all parts of the world, we’ve fully embraced our diversity of thought and are always looking for innovative ways to connect with one another - even in virtual reality! Although New York City is our HQ, we have teams in Tel Aviv, Israel; London, UK; Victoria, Canada; San Mateo, CA; Miami, FL; and Virginia""
",1
"""We trust our Humans in choosing where they work and how they work""
",1
"""The total rewards package we provide reflects our remote-first culture and our commitment to our Humans’ personal career development, which includes annual stipends for home office setup, wellbeing, and learning & development""
",1
"""We also offer weekly lunches, flexible time off, no-meeting Fridays, HUMAN days, sabbatical programs, and so much more""
",1
"""We’re constantly trying to anticipate the needs of our Humans to ensure each one of us is equally prepared to do the best work of our lives""
",1
"""Taking care of one another is part of the HUMAN experience and how we build true human connections""
",1
"""If you are an individual with a disability or special need that requires accommodation, please contact us directly""
",1
"""Are you looking for an exciting and challenging role, with the possibility to work on the cutting edge of mobile GPU technology? Do you want to use your technical and leadership skills to help drive your career?""
",1
"""Arm is seeking highly skilled and motivated engineers to join our Agile driver development team producing key components for the next generation Mali™ products""
",2
"""We work closely with the multi-disciplined engineering teams across Arm's European design centres, being in constant contact with both Software and Hardware engineers as well as Architects""
",1
"""We have a consistent track record of building up expertise in people, so this is an excellent opportunity for learning new things in a friendly and collaborative environment""
",2
"""Join a multinational, dynamic and highly motivated software development group with great work ethics where you will enjoy the support of your colleagues while being challenged by exciting technical problems""
",2
"""If you like producing high quality, high performance SW and solving sophisticated technical problems, then we would love to hear from you""
",1
"""What you will be involved with:""
",1
"""Designing, developing, maintaining and improving existing instrumentation framework and tools""
",1
"""You will gain an inside view into the designs and workings of a modern GPU hardware and software system and then use that knowledge to build flexible frameworks to enable a diverse range of users to monitor and improve system performance""
",1
"""Your contributions will influence the implementation for billions of devices""
",1
"""Day to day activities would include:""
",1
"""Participating in all phases of development of the software including design, implementation, debugging, estimating and breaking down tasks, testing and documentation""
",1
"""Performing design and code reviews for other team members""
",1
"""Working closely with other HW and SW teams for interfacing and integrating with other components""
",1
"""Understanding the requirements of other teams and inventing creative solutions to meet them""
",1
"""GPU Engineering produces media processing hardware and software products for mobile, embedded and automotive industries""
",1
"""Our Mali™ Graphics Processor is the #1 shipping GPU""
",1
"""Now we are entering into a new growth phase to provide new technologies and products for new and existing markets and are looking for hardworking people to join the team""
",1
"""In GPU Engineering you will work with the world’s best companies, making world-leading products based on our IP alongside the best engineers in the world""
",2
"""We are a distributed team working across numerous sites and cultures""
",1
"""Your ideas will make a difference and you will have the opportunity to lead, challenge the status quo and ultimately change the world of media processing""
",1
"""Please have a look at the following video to see what it's like to work with us: https://youtu""
",1
"""Demonstrable experience in C/C++ (min 11) programming""
",1
"""Proficiency in problem solving and debugging skills""
",1
"""Excellent team working skills, drive, self-motivation and focus on results""
",2
"""Practical, organised and analytical approach to work""
",1
"""Experience of version control and bug tracking""
",1
"""Understanding of embedded systems and computer architecture""
",1
"""Exposure to Object Oriented Programming, ideally in Python""
",1
"""Knowledge of OpenGL ES and Vulkan APIs""
",1
"""Proficiency in profiling and optimisation techniques""
",1
"""Insight into the workings of the GPU graphics pipeline""
",1
"""Experience of leading and managing teams""
",1
"""An understanding of Linux or Android""
",1
"""It’s an incredibly exciting time to join our Payment Infrastructure team! We are redesigning and extending our payment infrastructure and we are looking for a team member to participate in our journey""
",1
"""That’s good, because at Just Eat Takeaway""
",1
"""com (JET) we believe everything is possible, or, as we say, everything is on the table""
",1
"""We are a leading global online food delivery marketplace""
",1
"""Our tech ecosystem connects millions of active customers with hundreds of thousands of connected partners in countries across the globe""
",1
"""Our mission? To empower every food moment around the world, whether it’s through customer service, coding or couriers""
",1
"""JET Pay is the leading B2B market solution for the food delivery industry, allowing businesses to provide employees with a budget for ordering inside and outside the office, and giving them an easy way to treat staff while avoiding the expense of an onsite canteen""
",1
"""Net Backend Developer, you’ll play a key role in developing our payment infrastructure for our worldwide market and serve as a team expert in backend implementation""
",1
"""These are some of the key ingredients to the role:""
",1
"""Be accountable for the readability, scalability and maintainability of our platform""
",1
"""Collaborate with tech team members and a wide range of other stakeholders""
",1
"""Take a flexible, proactive approach to your work""
",1
"""Identify system deficiencies and recommend solutions""
",1
"""What will you bring to the table?""
",1
"""3+ years of experience in server-side development""
",1
"""Have knowledge of modern software architecture and patterns""
",1
"""Familiarity with Relational and NoSQL DB, preferably MS-SQL and MongoDB""
",1
"""Keen to learn new technologies, follow trends and incorporate best practices""
",1
"""Team player who enjoys working with a talented Scrum team""
",1
"""NET Core, MS-SQL, Azure architecture and services""
",1
"""At JET, This Is On The Menu""
",1
"""Our teams forge connections internally and work with some of the best-known brands on the planet, giving us truly international impact in a dynamic environment""
",1
"""Fun, fast-paced and supportive, the JET culture is about movement, growth and about celebrating every aspect of our JETers""
",1
"""Thanks to them we stay one step ahead of the competition""
",1
"""No matter who you are, what you look like, who you love, or where you are from, you can find your place at Just Eat Takeaway""
",1
"""We’re committed to creating an inclusive culture, encouraging diversity of people and thinking, in which all employees feel they truly belong and can bring their most colourful selves to work every day""
",1
"""Want to know more about our JETers, culture or company? Have a look at our career site where you can find people stories, blogs, podcasts and more JET morsels""
",1
"""Are you ready to take your seat? Apply now!""
",1
"""Ingima Israel is looking for SalesForce developer for big Finance company!""
",1
"""As a member of the R&D Team, the Salesforce Developer's role is to work with business partners to realize the full capability of the CRM""
",1
"""You'll be responsible for design and development of customizations, extensions, configurations, and integrations""
",1
"""The Salesforce Developer will be in charge of design, development, testing, and change management""
",1
"""Drive highly visible Salesforce initiatives across the organization including building applications on the Force""
",2
"""com platform and supporting integrations with Salesforce""
",1
"""2+ year’s experience with Force""
",1
"""com developer toolkit - Apex, VisualForce, Lightning Web Components, Force""
",1
"""com Migration Tool, Web Services/SOA & Metadata APIs – Must""
",1
"""· Proficiency with fundamental front end languages such as HTML, CSS and JavaScript""
",1
"""· Familiarity with Services Oriented Design Principles (SOA) and Web Services – Must""
",1
"""· Develop custom applications on Salesforce platform using modern web technologies stack - Must""
",1
"""· Prior experience with data migration and ETL/integration tools – Plus""
",1
"""· Familiarity with JavaScript frameworks such as Angular JS, React and Amber""
",1
"""· Ability to work in a fast-paced environment and manage priorities judiciously""
",1
"""· Strong commitment to customer service, employee efficiency, and company growth""
",1
"""· Delivering projects, developing great code, using the most appropriate tools and techniques by applying best practices and experience to build modern web applications""
",1
"""· Work with other developers to ensure that the website is functional and visually appealing""
",1
"""· Use analytics to test user enjoyment and system adoption""
",1
"""· Working with business analysts, product owners and colleague agile developers to review and set story and feature acceptance criteria""
",1
"""· Implementing business functionality in a testable form""
",1
"""· Continuously improving code base and removing technical debt""
",1
"""The position is discrete and appeals to both men and women""
",1
"""The Chegg Learning Services group is the engine that makes Chegg go""
",1
"""Chegg’s Learning Tools include Textbooks, Study Help, Writing Tools, Math Help, Test Prep, and Tutoring – and there are ambitious plans to continue to expand into new services that improve learning outcomes""
",1
"""The Role: Senior Backend Engineer– Learning Services""
",1
"""Chegg is relying on various infrastructure systems to operate efficiently for our students""
",1
"""We’re looking for an amazing senior backend engineer to join the team in Israel, to work on replacing/improving existing infrastructure in order to achieve a more robust and stable one""
",1
"""Design and develop innovative solutions using big data technologies""
",1
"""Have a strong eye for the operational aspects of the platform such as deployment, performance tuning, and monitoring""
",1
"""Lead and participate in critical technical, and product discussions with leaders across our engineering, product and business teams""
",1
"""Ownership on the entirety of your features; including API design, implementation, automated testing, and rollout""
",1
"""Create testable, well-documented code, troubleshoot, participate in code reviews and optimize backend performance""
",1
"""Build tools that help us manage both users and our systems""
",1
"""Discuss with other engineering teams how an API method should work""
",1
"""The position is for one year with an option""
",1
"""You have a passion for platform services and APIs as a product""
",1
"""Experience designing, building and operating large-scale distributed systems and web services""
",1
"""You can lead technical architecture discussions and help drive technical decisions""
",1
"""Strong proficiency in backend infrastructure in JAVA""
",1
"""Experience in designing cloud applications using distributed cache and experience of using Redis, ElasticCache or similar products""
",1
"""Professional experience operating at least one distributed data storage system, at scale and in a team environment such as MySQL, Elastic Search, etc""
",1
"""Experience with AWS platform or similar cloud services""
",1
"""Proven Experience with Continuous Integration & Continuous Delivery (CI/CD) practices with Jenkins/TeamCity or similar""
",1
"""3+ years of professional experience""
",1
"""You have a bachelor's degree in Computer Science, Engineering or related field, or equivalent training, fellowship, or work experience""
",1
"""Students are working harder than ever before to stabilize their future""
",1
"""Our recent research study called State of the Student shows that nearly 3 out of 3 students are working to support themselves through college and 1 in 3 students feel pressure to spend more than they can afford""
",1
"""We founded our business on provided affordable textbook rental options to address these issues""
",1
"""Since then, we’ve expanded our offerings to supplement many facets of higher educational learning through Chegg Study, Chegg Math, Chegg Writing, Chegg Internships, Thinkful Online Learning, and more to support students beyond their college experience""
",1
"""These offerings lower financial concerns for students by modernizing their learning experience""
",1
"""We exist so students everywhere have a smarter, faster, more affordable way to student""
",1
"""Certified Great Place to Work!: http://reviews""
",1
"""Chegg Corporate Career Page: https://jobs""
",1
"""Thinkful (a Chegg Online Learning Service): https://www""
",1
"""Chegg out our culture and benefits!""
",1
"""Chegg is an equal opportunity employer""
",1
"""With over 30 Million users on our platform, we’re here to change the future of business""
",1
"""Our all-in-one platform makes starting a business affordable and accessible to everyone - we welcome more than 800k new business owners every month""
",1
"""From our products to our careers, there are endless opportunities for growth""
",1
"""Our team | Our core | Our dream fulfillers""
",1
"""When we started Tailor Brands, we wanted to help people to accelerate their growth and fulfill their dreams""
",1
"""This also defines us internally; we put our focus on maximizing individual impact and creating an environment of absolute transparency""
",1
"""Our developers – who work with full CI / CD – are constantly in the blast radius, in that they have end-to-end ownership over every project they take on""
",1
"""We walk every day into our workspace to inspire those around us to do what inspires them""
",1
"""Our goal is to make something beautiful every day, in design, in code, and in our products""
",1
"""By taking part in our vision you will""
",1
"""Collaborate together with product managers, designers and fellow engineers to bring ideas to life""
",1
"""Build a modern next-generation web application with a focus on user experience and scale""
",1
"""Create efficient and reusable front-end abstractions and systems""
",1
"""Craft secure, scalable and easily maintainable backend services""
",1
"""Design and architect solutions, implement the solutions you've conceived, and participate in monitoring, scaling and maintaining them""
",1
"""Perform Code Reviews for other team members""
",1
"""Promote best practices around backend and frontend development""
",1
"""Champion modern technologies and approaches in software development, deployment and monitoring""
",1
"""At least 5 years of experience in web development with: Ruby / Node""
",1
"""js / Python / Go / Java / C#""
",1
"""Experience working with a modern web framework: Ember""
",1
"""js / AngularJS / React / VueJS / Other""
",1
"""Experience working with relational databases in a production environment""
",1
"""Experience with implementation of mobile-responsive UI""
",1
"""We are located in Tel Aviv but Hybrid mode is on!""
",1
"""Our team is currently working in hybrid mode""
",1
"""Those who prefer to work in our office can do so in a safe environment""
",1
"""Guardio is a cyber security startup developing tools and products to combat modern browser and identity threats""
",1
"""We protect against phishing, malware and ransomware, browser hijacking, identity theft, and much more""
",1
"""The Guardio Chrome extension offers desktop browser security, and our identity protection is available on desktop, mobile, and our new iOS App""
",1
"""We’re still a relatively small company (~70 people), but we’re growing fast, and looking for core team members""
",1
"""We already have over a million registered customers and plenty of new features and products in the pipeline""
",1
"""Well, yes, but maybe not what you’re thinking""
",1
"""Guardio offers security & privacy solutions directly to consumers - regular people, not big corporate companies""
",1
"""We create products you’d want your kids, parents, and grandparents to use""
",1
"""Even our new B2B version of the product (Guardio for Teams) is specifically built for micro-businesses and small companies that aren’t used to dealing with cybersecurity""
",1
"""Our goal is to protect real people from real cyber problems and actual crime""
",1
"""We are looking for a Fullstack Developer""
",1
"""Work as part of our core R&D team to bring new features and ideas to life""
",1
"""Collaborate closely with Product, Content, and Design teams""
",1
"""Engineer, execute, and measure A/B tests on our user-acquisition flows, directly affecting our main KPIs""
",1
"""Own entire processes from ideation, implementation, and production deployment""
",1
"""Work on Guardio’s main product affecting our entire user base""
",1
"""Knowledge of relational and NoSQL databases""
",1
"""BigQuery, MySQL, or Redis - BONUS""
",1
"""Contributes to open source projects – BONUS""
",1
"""Sounds great! Am I the right fit?""
",1
"""Well, our guess is you have a good chance of being that person if you check as many of these as possible""
",1
"""5+ years of experience working as a Fullstack Developer""
",1
"""Deep knowledge of Javascript/Typescript, React, and Python""
",1
"""Smart, problem-solver, loves getting their hand dirty!""
",1
"""All-around team player, self-learning, and independent individual""
",2
"""Track record in bringing projects from ""initial commit"" to production""
",1
"""Understanding of the web cyber-security landscape, vulnerabilities, and attack surfaces - BONUS""
",1
"""Don't mind if we do""
",1
"""MySQL + Redis + Bigquery""
",1
"""Thinking of a great addition? Let's do it""
",1
"""We are the company behind the popular open-source, high performance columnar OLAP database management system for real-time analytics""
",1
"""ClickHouse works 100-1000x faster than traditional approaches""
",1
"""By offering a true column-based DBMS, it allows for systems to generate reports from petabytes of raw data with sub-second latencies""
",1
"""With an amazing community already adopting our open-source technology, we are now embracing our journey in delivering Cloud first solutions to delight our customers""
",1
"""With top adopters such as Uber, Cisco, and eBay - not only do our products work at lightning speed, so do we""
",1
"""We are an open and collaborative company""
",1
"""Our colleagues are curious, engaged and excited about what they do""
",1
"""If you want to work in an environment where you can learn, grow, be an agent of change and have your voice heard - then please read on!""
",1
"""The Cloud Infrastructure Engineering team is responsible for building cloudnative ClickHouse Cloud Platform that will transform the OLAP space""
",1
"""Our team is looking for exceptional software engineers who can build platforms and enforce processes to ensure world class security by default with a universal and tightly integrated observability stack along with tooling to make things easier to integrate""
",1
"""The team focuses on ensuring high availability, reliability, scalability for our customers and helps them make data driven decisions""
",1
"""Build cutting edge cloud native platform on top of the public cloud""
",1
"""Work closely with our ClickHouse core development team, security team and partner with them to produce the SAS offering""
",1
"""Deliver frameworks and platforms that are secure, efficient, mature and highly available that abstract away infrastructure complexity""
",2
"""Systematically improve availability by applying industry and distributed systems best practices""
",1
"""Design and build tooling and infrastructure to help engineering teams measure and increase their velocity""
",1
"""Architecting and building a robust, scalable, and highly available distributed infrastructure""
",2
"""You have 5+ years of relevant software development industry experience building and operating scalable, fault-tolerant, distributed systems""
",1
"""Software development experience in Go, C/C++, Java, or similar""
",1
"""Experience developing cloud infrastructure services, preferably with Kubernetes""
",1
"""Experience leading and shipping large scope technical projects in collaboration with multiple experienced engineers""
",1
"""Expertise with a public cloud provider (AWS, GCP, Azure) and their infrastructure as a service offering (e""
",1
"""You are a full-cycle developer: strong ownership and experience building and operating high-scale, distributed systems across the full software life cycle""
",1
"""You have excellent communication skills and the ability to work well within a team and across engineering teams""
",2
"""You are a strong problem solver and have solid production debugging skills""
",1
"""You are passionate about efficiency, availability, scalability and data governance""
",1
"""You Thrive in a fast paced environment, and see yourself as a partner with the business with the shared goal of moving the business forward""
",2
"""You have a high level of responsibility, ownership, and accountability""
",1
"""is also committed to fair and equitable compensation practices""
",1
"""For applicants in the state of Colorado: The salary range for this position is $150,000 -180,000 and up""
",1
"""A candidate’s final compensation will be determined by multiple factors to include, but not limited to, relevant work experience, skills, certifications""
",1
"""As part of our compensation package, this role may include bonuses, equity, and/or commissions""
",1
"""Flexible work environment - ClickHouse is a distributed company offering both office based and remote work options (your choice!)""
",1
"""We do not check when you log in or out""
",1
"""You are the owner of your calendar because work-life balance is important to us""
",1
"""Employer contributions towards your healthcare""
",1
"""Equity - Any new team member who joins our company is eligible to receive stock options""
",1
"""Our competitive time-off policy complies with all local country laws at a minimum of given time off + all paid bank holidays""
",1
"""Home office setup allowance for our remote employees""
",1
"""Our commitment to being a diverse, equitable and inclusive employer""
",1
"""is an Equal Opportunity Employer""
",1
"""We respect and seek to empower each individual and support the diverse cultures, perspectives, skills and experiences within our workforce""
",1
"""We celebrate diversity and do not discriminate based on race, religion, color (ethnicity), national origin, sex, sexual orientation, age, veteran status, disability status, or any other applicable characteristics protected by law""
",1
"""Moreover, ClickHouse is committed to nurturing and preserving an inclusive work environment for all team members, which means that we expect high standards of open-mindedness and tolerance from all our employees""
",1
"""We think of compensation from a total reward perspective which means that we are focused on offering competitive pay as well as benefits""
",1
"""For candidates based in Colorado, New York or California: if you would like to obtain the “recruiting salary range” for this position, please email us at paytransparency@clickhouse""
",1
"""A candidate’s final compensation will be determined by multiple factors to include, but not limited to, relevant work experience, skills, certifications""
",1
"""Are you interested in finding out more about our culture? We are a one year old company therefore we are excited to be building it together at the moment""
",1
"""Our first 200 employees are the culture shapers of our future""
",1
"""Check out our blog posts or follow us on LinkedIn to find out more about what’s important to us, and to find out if you’d like to come and contribute to building our culture with us! :)""
",1
"""BMC is looking for a Senior Java Developer to join our amazing Control-M Backend team in Tel Aviv""
",1
"""Control-M helps the world's largest companies to automate time-sensitive, business-critical workflows""
",1
"""We orchestrate data and machine learning pipelines, supply chains, production lines, financial transactions, and other processes in complex IT environments worldwide""
",1
"""We continuously grow by adding and implementing the most cutting-edge technologies, conducting innovative Just Do It marathons, thinking about new features to add and investing in our employee training programs!""
",1
"""Our Backend team is responsible for developing the next generation of a workload automation cloud-based solution, experimenting with cutting-edge technologies, and focusing on agile development and value to the customer""
",1
"""So, if you’re a talented, passionate, and highly motivated Java Developer; If you’d like to work with a team of professionals using the latest technologies – BMC is the place for you!""
",2
"""In this role, you will:""
",1
"""Design and develop features for an industry leading product""
",1
"""Work in agile within a Scrum team to meet deadlines and produce high quality features""
",1
"""Work in good collaboration with other teams to develop joint features""
",1
"""Various technologies/tools are investigated and chosen to implement our vision""
",1
"""3+ years of experience in Java development""
",1
"""Experience in multi-threaded server-side application""
",1
"""Experience with Server development on Windows & UNIX platforms""
",1
"""Experience with relational databases (Oracle, PGSQL, MSSQL)""
",1
"""Good technical and analytical skills""
",1
"""Ability to work collaboratively as a part of a team, as well as autonomously""
",1
"""Good communication skills in both Hebrew and English""
",1
"""Whilst these are nice to have, our team can help you develop in the following skills:""
",1
"""Experience with AWS (Kafka, SQS, STS)""
",1
"""Experience in Spring, Sprint boot""
",1
"""Experience with Docker and Kubernetes""
",1
"""Experience in C/C++ and Python""
",1
"""BMC’s culture is built around its people""
",1
"""We have 6000+ brilliant minds working together across the globe""
",1
"""You won’t be known just by your employee number, but for your true authentic self""
",1
"""BMC lets you be YOU! If after reading the above, you’re unsure if you meet the qualifications of this role but are deeply excited about BMC and this team, we still encourage you to apply! We want to attract talents from diverse backgrounds and experiences to ensure we face the world together with the best ideas!""
",1
"""Model from home and from the office (Rehovot) and We have been recognized as one of the Best 50 high-tech companies to work for in Israel 2022 by Dun & Bradstreet! https://www""
",1
"""We're looking for a Cloud Security Engineer to join our global team (Temporary position for 6-9 months with an option to become a permanent employee)""
",1
"""For our Managed Cloud Web Protection team, we are looking for passionate individuals with a strong desire to learn, contribute and advance their career""
",1
"""Join a global team that monitors, detects, prevents, and blocks cyber-attacks around the world""
",1
"""Required Knowledge And Experience With""
",1
"""Web Application Security (OWASP top 10)""
",1
"""Web protocols and standards: TCP/IP, HTTP, SSL and DNS""
",1
"""Cloud Security Engineer - Managed Services""
",1
"""Can you deliver both technical expertise and a positive business relationship with clients? Want to be a trusted consultant for enterprises, small businesses, and even government entities? The Managed Services team monitors, optimizes, and matures customer environments touching industries across the globe""
",1
"""If you want to make an impact, protect privacy, and make the world a more secure place, come check out our Managed Services roles!""
",1
"""Imperva’s Managed Services program drives customer success with proactive monitoring and management that maximizes the value customers get out of their products and services""
",1
"""Managed Services engineers respond to incidents related to security and system health, provide holistic operational guidance, and carry out troubleshooting and configuration within Imperva’s Cloud Application Security platform""
",1
